,address,propery_type,rooms,floor,square_foot,price,sector,block,property,day,month,year
18293,משה בן נחמן 5,1,4.0,2,102.15,2017000,4247,585,26,11,02,2001
18294,דרור 60,1,4.0,7,73.32,1390000,3929,102,19,04,02,2016
18295,דרור 60,1,4.0,7,73.32,1050000,3929,102,19,10,04,2011
18297,הרב גורן 13,1,4.0,4,90.32,1910000,5116,95,19,04,02,2016
18298,הרב גורן 13,1,4.0,4,90.32,1450000,5116,95,19,26,12,2010
18311,אברבנאל 12,1,4.0,3,108.2,1500000,3930,414,12,31,01,2016
18312,אברבנאל 12,1,4.0,3,108.2,1350000,3930,414,12,14,10,2012
18313,גיבשטיין יהושע 11,1,4.0,1,81.15,1410000,6288,111,34,28,01,2016
18314,גיבשטיין יהושע 11,1,4.0,1,81.15,610000,6288,111,34,18,04,2007
18315,גיבשטיין יהושע 11,1,4.0,1,81.15,713000,6288,111,34,16,02,2003
18319,ארלוזורוב 6,1,4.0,2,82.95,1560000,3945,247,3,26,01,2016
18320,ארלוזורוב 6,1,4.0,2,82.95,1135000,3945,247,3,28,01,2011
18321,ארלוזורוב 6,1,4.0,2,82.95,581000,3945,247,3,12,06,2001
18322,שיבת ציון 25,1,4.0,4,96.82,1630000,3937,247,13,26,01,2016
18323,שיבת ציון 25,1,4.0,4,96.82,1530000,3937,247,13,09,04,2014
18324,שיבת ציון 25,1,4.0,4,96.82,814000,3937,247,13,11,02,2002
18325,הכורמים 4,1,4.0,5,84.0,1770000,5039,22,11,26,01,2016
18326,הכורמים 4,1,4.0,5,84.0,1300000,5039,22,11,01,06,2010
18327,הכורמים 4,1,4.0,5,84.0,836000,5039,22,11,04,02,2008
18328,הכורמים 4,1,4.0,5,84.0,1026000,5039,22,11,23,07,2006
18331,לבונטין 18,1,4.0,1,87.03,1240000,3937,123,2,25,01,2016
18332,לבונטין 18,1,4.0,1,87.03,890000,3937,123,2,01,07,2008
18336,אלקבץ 7,1,4.0,3,97.98,1660000,5114,40,12,21,01,2016
18337,אלקבץ 7,1,4.0,3,97.98,1660000,5114,40,12,02,09,2010
18338,השריג 31,1,4.0,6,118.5,1925000,5039,40,83,21,01,2016
18339,השריג 31,1,4.0,6,118.5,1720000,5039,40,83,28,12,2014
18340,דוידזון 5,1,4.0,4,81.0,1060000,3939,292,14,20,01,2016
18341,דוידזון 5,1,4.0,4,81.0,420000,3939,292,14,21,07,2003
18342,אברבנאל 29,1,4.0,4,90.4,1510000,3930,668,15,20,01,2016
18343,אברבנאל 29,1,4.0,4,90.4,741000,3930,668,15,13,06,2007
18344,גינוסר 29,1,4.0,3,90.54,1695000,5387,4,7,20,01,2016
18345,גינוסר 29,1,4.0,3,90.54,844000,5387,4,7,18,02,2007
18353,נעמן 2,1,4.0,3,75.77,1550000,3928,731,9,18,01,2016
18354,נעמן 2,1,4.0,3,75.77,664000,3928,731,9,25,02,2007
18355,פרופ' נחום 11,1,4.0,2,78.94,1500000,3945,225,4,18,01,2016
18356,פרופ' נחום 11,1,4.0,2,78.94,1215000,3945,225,4,05,09,2011
18357,פרופ' נחום 11,1,4.0,2,78.94,759000,3945,225,4,18,11,2007
18358,פרופ' נחום 11,1,4.0,2,78.94,719000,3945,225,4,11,07,2003
18359,פרופ' נחום 11,1,4.0,2,78.94,687000,3945,225,4,30,10,2001
18362,הרב גורן 9,1,4.0,9,95.66,1720000,5116,26,79,18,01,2016
18363,הרב גורן 9,1,4.0,9,95.66,1500000,5116,26,79,13,06,2010
18366,תנועות הנוער 5,1,4.0,4,96.12,1960000,3939,447,14,17,01,2016
18367,תנועות הנוער 5,1,4.0,4,96.12,1180000,3939,447,14,12,03,2008
18374,דוד הראובני 7,1,4.0,1,88.06,1680000,3931,63,33,14,01,2016
18375,דוד הראובני 7,1,4.0,1,88.06,1010000,3931,63,33,17,02,2010
18383,ויתקין 2,1,4.0,2,81.45,1410000,3929,461,3,12,01,2016
18384,ויתקין 2,1,4.0,2,81.45,1080000,3929,461,3,11,02,2013
18385,ויתקין 2,1,4.0,2,81.45,915000,3929,461,3,02,03,2010
18386,ויתקין 2,1,4.0,2,81.45,600000,3929,461,3,06,11,2007
18387,הרותם 3,1,4.0,3,111.0,1620000,5036,32,39,12,01,2016
18388,הרותם 3,1,4.0,3,111.0,1029000,5036,32,39,12,01,2000
18395,הצופים 14,1,4.0,2,92.82,1770000,3939,435,7,10,01,2016
18396,הצופים 14,1,4.0,2,92.82,722000,3939,435,7,23,09,2001
18400,סמילנסקי 10,1,4.0,2,91.97,1480000,3936,4,6,07,01,2016
18401,סמילנסקי 10,1,4.0,2,91.97,723000,3936,4,6,18,06,2000
18404,דרור 56,1,4.0,2,81.22,1285000,3929,104,10,06,01,2016
18405,דרור 56,1,4.0,2,81.22,576000,3929,104,10,08,12,2003
18407,הקוקיה 66,1,4.0,3,114.8,1900000,6287,222,47,06,01,2016
18408,הקוקיה 66,1,4.0,3,114.8,1287000,6287,222,47,08,03,2010
18409,הכינור 4,1,4.0,4,89.95,1750000,5183,7,63,06,01,2016
18410,הכינור 4,1,4.0,4,89.95,1360000,5183,7,63,17,05,2010
18411,הרצל 14,1,4.0,2,79.15,1290000,3928,70,8,05,01,2016
18412,הרצל 14,1,4.0,2,79.15,1000000,3928,70,8,15,12,2013
18413,הרצל 14,1,4.0,2,79.15,640000,3928,70,8,01,07,2008
18414,החלמונית 36,1,4.0,4,94.2,1720000,5036,117,114,04,01,2016
18415,החלמונית 36,1,4.0,4,94.2,1320000,5036,117,114,24,06,2010
18416,החלמונית 36,1,4.0,4,94.2,799000,5036,117,114,01,11,2004
18418,גאולים 8,1,4.0,1,99.3,1675000,5387,5,12,03,01,2016
18419,גאולים 8,1,4.0,1,99.3,1290000,5387,5,12,04,05,2012
18420,גאולים 8,1,4.0,1,99.3,791000,5387,5,12,06,05,2007
18425,פרנק צבי 18,1,4.0,1,81.75,1350000,3929,281,2,31,12,2015
18426,פרנק צבי 18,1,4.0,1,81.75,602000,3929,281,2,14,06,2004
18427,תנחום 5,1,4.0,1,76.86,1465000,3932,239,1,31,12,2015
18428,תנחום 5,1,4.0,1,76.86,1170000,3932,239,1,09,02,2014
18429,תנחום 5,1,4.0,1,76.86,626000,3932,239,1,24,12,2003
18440,הפסנתר 9,1,4.0,4,94.4,1900000,5182,16,13,28,12,2015
18441,הפסנתר 9,1,4.0,4,94.4,1600000,5182,16,13,03,02,2011
18442,הפסנתר 9,1,4.0,4,94.4,848000,5182,16,13,17,07,2007
18443,ויצברד 10,1,4.0,1,84.0,1380000,3933,192,6,28,12,2015
18444,ויצברד 10,1,4.0,1,84.0,1070000,3933,192,6,08,11,2010
18445,נורדאו 79,2,4.0,2,124.07,1980000,3925,105,1,28,12,2015
18446,נורדאו 79,2,4.0,2,124.07,1950000,3925,105,1,15,08,2010
18447,הגיתית 4,1,4.0,5,85.0,1660000,5183,77,45,27,12,2015
18448,הגיתית 4,1,4.0,5,85.0,1290000,5183,77,45,15,06,2010
18449,הגיתית 4,1,4.0,5,85.0,850000,5183,77,45,25,03,2004
18450,משה בן נחמן 9,4,4.0,1,100.43,2265000,4247,583,15,27,12,2015
18451,משה בן נחמן 9,4,4.0,1,100.43,1076000,4247,583,15,24,10,2007
18453,מורדי הגטאות 43,1,4.0,2,80.75,1120000,4242,468,23,25,12,2015
18454,מורדי הגטאות 43,1,4.0,2,80.75,491000,4242,468,23,11,04,2001
18455,שרירא שמואל 18,1,4.0,3,108.03,1220000,6286,141,59,24,12,2015
18456,שרירא שמואל 18,1,4.0,3,108.03,900000,6286,141,59,09,09,2012
18458,הרב שלינקה יצחק 8,1,4.0,2,120.0,2670000,7373,74,2,24,12,2015
18459,הרב שלינקה יצחק 8,1,4.0,2,120.0,2370000,7373,74,2,01,05,2012
18460,הרב שלינקה יצחק 8,1,4.0,2,120.0,1748000,7373,74,2,09,04,2011
18463,אורנבך אשר 4,1,4.0,1,128.0,1920000,7375,23,3,23,12,2015
18464,אורנבך אשר 4,1,4.0,1,128.0,1715000,7375,23,3,06,10,2014
18465,אורנבך אשר 4,1,4.0,1,128.0,2250000,7375,23,3,23,03,2011
18466,החרצית 6,1,4.0,3,82.0,1250000,5036,27,27,22,12,2015
18467,החרצית 6,1,4.0,3,82.0,654000,5036,27,27,05,09,2007
18468,החרצית 6,1,4.0,3,82.0,573000,5036,27,27,14,11,2000
18469,האיריס 20,1,4.0,7,79.2,1545000,5036,93,59,22,12,2015
18470,האיריס 20,1,4.0,7,79.2,1000000,5036,93,59,02,07,2009
18471,האיריס 20,1,4.0,7,79.2,676000,5036,93,59,22,12,1999
18473,האחים זיגר 8,1,4.0,4,73.48,1350000,3928,759,14,20,12,2015
18474,האחים זיגר 8,1,4.0,4,73.48,722000,3928,759,14,08,05,2002
18477,חיל החימוש 36,1,4.0,8,101.38,2000000,2717,21,37,17,12,2015
18478,חיל החימוש 36,1,4.0,8,101.38,964000,2717,21,37,08,01,2007
18481,יהודה הלוי 64,1,4.0,3,80.22,1290000,3930,182,5,16,12,2015
18482,יהודה הלוי 64,1,4.0,3,80.22,555000,3930,182,5,07,06,2007
18483,הגלים 4,1,4.0,1,77.2,1341000,6823,184,38,16,12,2015
18484,הגלים 4,1,4.0,1,77.2,677000,6823,184,38,29,09,2002
18485,החליל 30,1,4.0,1,67.5,1535000,5183,25,8,16,12,2015
18486,החליל 30,1,4.0,1,67.5,1100000,5183,25,8,01,10,2009
18488,החרצית 11,1,4.0,5,91.0,1485000,5036,33,42,15,12,2015
18489,החרצית 11,1,4.0,5,91.0,1250000,5036,33,42,28,02,2013
18490,החרצית 11,1,4.0,5,91.0,683000,5036,33,42,01,11,2007
18499,קורצ'ק יאנוש 10,1,4.0,1,77.0,1205000,7282,155,3,13,12,2015
18500,קורצ'ק יאנוש 10,1,4.0,1,77.0,550000,7282,155,3,25,06,2007
18504,הצופים 16,1,4.0,4,105.0,1845000,3939,434,13,10,12,2015
18505,הצופים 16,1,4.0,4,105.0,805000,3939,434,13,07,11,2003
18508,התזמורת 48,1,4.0,4,100.2,1750000,5183,36,15,09,12,2015
18509,התזמורת 48,1,4.0,4,100.2,1240000,5183,36,15,09,03,2009
18514,הורוביץ 37,1,4.0,4,67.1,1189000,3926,600,10,08,12,2015
18515,הורוביץ 37,1,4.0,4,67.1,800000,3926,600,10,17,05,2015
18520,אברבנאל 26,1,4.0,8,92.0,1400000,3930,394,64,06,12,2015
18521,אברבנאל 26,1,4.0,8,92.0,668000,3930,394,64,07,09,2004
18522,שדה נחום 6,1,4.0,4,85.0,1715000,5387,61,14,06,12,2015
18523,שדה נחום 6,1,4.0,4,85.0,791000,5387,61,14,17,06,2002
18529,הצופים 3,1,4.0,3,115.82,1815000,3939,428,6,04,12,2015
18530,הצופים 3,1,4.0,3,115.82,855000,3939,428,6,07,04,2005
18532,הרב נריה 12,1,4.0,4,81.7,1530000,5116,83,13,03,12,2015
18533,הרב נריה 12,1,4.0,4,81.7,1465000,5116,83,13,10,05,2013
18534,הרב נריה 12,1,4.0,4,81.7,794000,5116,83,13,27,06,2005
18536,פינשטיין יונה צבי 11,1,4.0,9,77.26,1440000,6288,109,179,02,12,2015
18537,פינשטיין יונה צבי 11,1,4.0,9,77.26,672000,6288,109,179,26,03,2007
18538,פינשטיין יונה צבי 11,1,4.0,9,77.26,630000,6288,109,179,09,06,1998
18540,העוגב 8,1,4.0,5,103.0,1815000,5182,10,19,01,12,2015
18541,העוגב 8,1,4.0,5,103.0,895000,5182,10,19,31,12,2003
18543,הגלים 18,1,4.0,2,89.39,1630000,6823,177,69,30,11,2015
18544,הגלים 18,1,4.0,2,89.39,1320000,6823,177,69,18,11,2009
18545,הגלים 18,1,4.0,2,89.39,1050000,6823,177,69,25,03,2008
18550,דוידזון 2,1,4.0,3,96.25,1400000,3939,313,11,29,11,2015
18551,דוידזון 2,1,4.0,3,96.25,596000,3939,313,11,30,09,2001
18552,הקלרנית 8,1,4.0,1,91.82,1800000,5183,31,29,29,11,2015
18553,הקלרנית 8,1,4.0,1,91.82,1180000,5183,31,29,04,08,2009
18558,כפר חיטים 11,1,4.0,2,87.4,1660000,5388,14,12,27,11,2015
18559,כפר חיטים 11,1,4.0,2,87.4,847000,5388,14,12,11,01,2007
18560,הכורמים 5,1,4.0,2,84.0,1700000,5039,25,5,26,11,2015
18561,הכורמים 5,1,4.0,2,84.0,1250000,5039,25,5,28,06,2010
18562,הכורמים 5,1,4.0,2,84.0,885000,5039,25,5,02,01,2003
18565,הסמדר 17,1,4.0,3,85.4,1620000,5038,4,74,24,11,2015
18566,הסמדר 17,1,4.0,3,85.4,1050000,5038,4,74,28,06,2010
18571,חיל הצנחנים 20,1,4.0,3,88.0,1730000,5037,29,82,23,11,2015
18572,חיל הצנחנים 20,1,4.0,3,88.0,1150000,5037,29,82,19,02,2013
18577,משה בן נחמן 15,4,4.0,1,98.01,1890000,4247,581,1,22,11,2015
18578,משה בן נחמן 15,4,4.0,1,98.01,1134000,4247,581,1,05,02,2006
18579,משה בן נחמן 15,4,4.0,1,98.01,2434000,4247,581,1,28,02,2002
18584,אלקלעי 12,1,4.0,4,81.66,1335000,3930,73,14,19,11,2015
18585,אלקלעי 12,1,4.0,4,81.66,800000,3930,73,14,10,01,2010
18586,התזמורת 26,1,4.0,2,85.0,1713000,5182,19,30,19,11,2015
18587,התזמורת 26,1,4.0,2,85.0,993000,5182,19,30,18,12,2007
18592,הנגיד 3,1,4.0,9,95.6,1650000,5115,33,34,17,11,2015
18593,הנגיד 3,1,4.0,9,95.6,1650000,5115,33,34,09,04,2015
18594,הנגיד 3,1,4.0,9,95.6,1630000,5115,33,34,19,11,2014
18595,הנגיד 3,1,4.0,9,95.6,981000,5115,33,34,12,09,2005
18596,הנגיד 3,1,4.0,9,95.6,748000,5115,33,34,11,08,1998
18597,הנגיד 3,1,4.0,9,95.6,747000,5115,33,34,22,03,1998
18598,פינשטיין יונה צבי 9,1,4.0,5,77.26,1410000,6288,109,54,17,11,2015
18599,פינשטיין יונה צבי 9,1,4.0,5,77.26,1100000,6288,109,54,14,04,2011
18602,הנגיד 11,1,4.0,5,81.7,1655000,5115,77,17,16,11,2015
18603,הנגיד 11,1,4.0,5,81.7,776000,5115,77,17,17,04,2005
18608,ברנדיס 22,1,4.0,1,92.0,1200000,3929,996,1,12,11,2015
18609,ברנדיס 22,1,4.0,1,92.0,545000,3929,996,1,24,05,2007
18610,ויצמן 19,1,4.0,1,78.26,1510000,3928,285,1,12,11,2015
18611,ויצמן 19,1,4.0,1,78.26,970000,3928,285,1,27,05,2010
18612,גיבשטיין יהושע 25,1,4.0,1,87.65,1675000,6288,102,1,12,11,2015
18613,גיבשטיין יהושע 25,1,4.0,1,87.65,1120000,6288,102,1,04,08,2009
18614,חיל האויר 5,1,4.0,2,96.25,1750000,2717,34,5,12,11,2015
18615,חיל האויר 5,1,4.0,2,96.25,1755000,2717,34,5,08,08,2010
18616,חיל האויר 5,1,4.0,2,96.25,1280000,2717,34,5,03,01,2010
18617,חיל האויר 5,1,4.0,2,96.25,1200000,2717,34,5,20,07,2009
18618,אלחריזי 13,1,4.0,2,106.4,1775000,5115,17,5,12,11,2015
18619,אלחריזי 13,1,4.0,2,106.4,1600000,5115,17,5,17,01,2014
18621,חנקין 18,1,4.0,1,85.64,1570000,3925,223,1,11,11,2015
18622,חנקין 18,1,4.0,1,85.64,619000,3925,223,1,24,05,2000
18627,נורדאו 18,1,4.0,2,81.7,1270000,3935,122,11,08,11,2015
18628,נורדאו 18,1,4.0,2,81.7,592000,3935,122,11,03,12,2001
18632,רבי יהודה הנשיא 21,4,4.0,1,104.54,2045000,4247,564,23,08,11,2015
18633,רבי יהודה הנשיא 21,4,4.0,1,104.54,1600000,4247,564,23,10,08,2009
18634,מעגל השלום 3,1,4.0,2,89.0,1800000,5096,7,65,08,11,2015
18635,מעגל השלום 3,1,4.0,2,89.0,1725000,5096,7,65,02,11,2010
18638,אברבנאל 19,1,4.0,3,88.04,1265000,3930,653,9,04,11,2015
18639,אברבנאל 19,1,4.0,3,88.04,1240000,3930,653,9,30,12,2013
18645,הרותם 3,1,4.0,5,119.0,1520000,5036,32,55,29,10,2015
18646,הרותם 3,1,4.0,5,119.0,1260000,5036,32,55,05,11,2009
18650,חיל החימוש 18,1,4.0,1,116.54,1485000,2717,3,42,28,10,2015
18651,חיל החימוש 18,1,4.0,1,116.54,612000,2717,3,42,31,01,2000
18652,הצופים 8,1,4.0,9,86.83,1775000,3939,438,34,28,10,2015
18653,הצופים 8,1,4.0,9,86.83,732000,3939,438,34,27,01,2002
18658,דרובין יואל 31,1,4.0,2,83.87,1400000,3926,971,4,26,10,2015
18659,דרובין יואל 31,1,4.0,2,83.87,1360000,3926,971,4,04,11,2013
18661,"צ""ג בנות 3",1,4.0,1,86.56,1350000,3929,683,3,22,10,2015
18662,"צ""ג בנות 3",1,4.0,1,86.56,653000,3929,683,3,27,08,2004
18664,הגיתית 14,1,4.0,4,92.0,1740000,5183,80,17,22,10,2015
18665,הגיתית 14,1,4.0,4,92.0,951000,5183,80,17,20,02,2007
18672,הרב ינובסקי 1,1,4.0,5,97.92,1600000,3926,275,13,20,10,2015
18673,הרב ינובסקי 1,1,4.0,5,97.92,1350000,3926,275,13,22,01,2013
18674,הרב ינובסקי 1,1,4.0,5,97.92,1180000,3926,275,13,15,12,2010
18678,התזמורת 10,1,4.0,5,82.67,1700000,5182,22,20,19,10,2015
18679,התזמורת 10,1,4.0,5,82.67,936000,5182,22,20,01,08,2002
18685,מוהליבר 27,1,4.0,1,77.11,1200000,3929,426,1,15,10,2015
18686,מוהליבר 27,1,4.0,1,77.11,454000,3929,426,1,05,05,1998
18687,הגלים 14,1,4.0,1,103.84,1550000,6823,179,1,15,10,2015
18688,הגלים 14,1,4.0,1,103.84,766000,6823,179,1,08,03,2007
18689,גולדה מאיר 7,1,4.0,18,119.4,2160000,3946,330,69,15,10,2015
18690,גולדה מאיר 7,1,4.0,18,119.4,1614000,3946,330,69,14,05,2009
18691,חיל התותחנים 7,1,4.0,10,92.9,2385000,2704,55,521,15,10,2015
18692,חיל התותחנים 7,1,4.0,10,92.9,1713000,2704,55,521,03,08,2010
18693,האחים סולימן 16,1,4.0,14,88.7,1760000,3930,553,197,14,10,2015
18694,האחים סולימן 16,1,4.0,14,88.7,1118000,3930,553,197,30,11,2008
18697,מעגל השלום 21,1,4.0,7,94.0,2290000,5096,4,112,13,10,2015
18698,מעגל השלום 21,1,4.0,7,94.0,1745000,5096,4,112,19,07,2012
18699,חזון איש 20,1,4.0,2,75.71,1330000,3929,298,4,12,10,2015
18700,חזון איש 20,1,4.0,2,75.71,1000000,3929,298,4,21,07,2011
18701,גבעתי 6,1,4.0,4,84.57,1620000,3930,615,9,11,10,2015
18702,גבעתי 6,1,4.0,4,84.57,705000,3930,615,9,08,06,2003
18703,הקישון 6,1,4.0,6,93.29,1510000,3926,1100,150,11,10,2015
18704,הקישון 6,1,4.0,6,93.29,1230000,3926,1100,150,04,09,2012
18707,"ריב""ל 4",1,4.0,5,100.9,1800000,5114,37,20,08,10,2015
18708,"ריב""ל 4",1,4.0,5,100.9,958000,5114,37,20,06,03,2007
18709,"ריב""ל 4",1,4.0,5,100.9,688000,5114,37,20,05,04,1998
18710,האחים אוסטשינסקי 23,1,4.0,4,111.2,1540000,3925,477,16,08,10,2015
18711,האחים אוסטשינסקי 23,1,4.0,4,111.2,813000,3925,477,16,08,06,2004
18712,רוטשילד 107,1,4.0,2,86.94,1780000,3926,1305,7,08,10,2015
18713,רוטשילד 107,1,4.0,2,86.94,860000,3926,1305,7,22,01,2007
18714,ליבין יוסף וריסיה 3,1,4.0,3,111.5,2190000,7374,102,12,08,10,2015
18715,ליבין יוסף וריסיה 3,1,4.0,3,111.5,1400000,7374,102,12,28,10,2009
18720,החלמונית 26,1,4.0,4,99.37,1560000,5036,79,26,04,10,2015
18721,החלמונית 26,1,4.0,4,99.37,836000,5036,79,26,30,11,2006
18722,אבשלום 9,1,4.0,4,77.55,1460000,3928,714,16,02,10,2015
18723,אבשלום 9,1,4.0,4,77.55,1250000,3928,714,16,18,12,2012
18724,שפירא צבי הרמן 15,1,4.0,7,101.37,1635000,3928,775,28,30,09,2015
18725,שפירא צבי הרמן 15,1,4.0,7,101.37,656000,3928,775,28,10,07,2000
18727,"שז""ר זלמן 19",1,4.0,5,85.5,1125000,5037,37,95,24,09,2015
18728,"שז""ר זלמן 19",1,4.0,5,85.5,800000,5037,37,95,16,12,2012
18729,"שז""ר זלמן 19",1,4.0,5,85.5,580000,5037,37,95,09,05,2001
18730,הרצל 39,1,4.0,1,84.23,1420000,3929,9,6,21,09,2015
18731,הרצל 39,1,4.0,1,84.23,780000,3929,9,6,28,08,2008
18732,הרצל 39,1,4.0,1,84.23,653000,3929,9,6,12,09,2000
18733,מורדי הגטאות 35,1,4.0,3,80.0,970000,4242,365,8,21,09,2015
18735,מעגל השלום 31,1,4.0,6,97.0,2075000,5096,2,79,20,09,2015
18736,מעגל השלום 31,1,4.0,6,97.0,1099000,5096,2,79,13,08,2003
18746,נורדאו 54,1,4.0,1,85.5,1390000,3936,252,3,09,09,2015
18747,נורדאו 54,1,4.0,1,85.5,1270000,3936,252,3,15,01,2014
18748,נורדאו 54,1,4.0,1,85.5,880000,3936,252,3,15,07,2007
18751,הצופים 12,1,4.0,5,102.97,1800000,3939,436,21,08,09,2015
18752,הצופים 12,1,4.0,5,102.97,675000,3939,436,21,05,04,2000
18753,הסיגלית 1,1,4.0,7,94.66,1690000,5036,116,44,08,09,2015
18754,הסיגלית 1,1,4.0,7,94.66,1470000,5036,116,44,28,08,2013
18755,הסיגלית 1,1,4.0,7,94.66,1190000,5036,116,44,30,06,2008
18757,הקוקיה 2,1,4.0,8,81.1,1485000,6287,153,31,07,09,2015
18758,הקוקיה 2,1,4.0,8,81.1,665000,6287,153,31,16,04,2000
18760,שרירא שמואל 12,1,4.0,2,82.16,1300000,6286,141,37,06,09,2015
18761,שרירא שמואל 12,1,4.0,2,82.16,882000,6286,141,37,01,03,2010
18762,שרירא שמואל 12,1,4.0,2,82.16,522000,6286,141,37,10,11,1999
18763,הגדוד העברי 59,1,4.0,1,82.5,1370000,3929,386,2,06,09,2015
18764,הגדוד העברי 59,1,4.0,1,82.5,860000,3929,386,2,07,06,2010
18765,התזמורת 20,1,4.0,6,101.14,1850000,5182,20,48,06,09,2015
18766,התזמורת 20,1,4.0,6,101.14,1730000,5182,20,48,11,02,2014
18767,התזמורת 20,1,4.0,6,101.14,1024000,5182,20,48,08,07,2003
18774,תנועות הנוער 5,1,4.0,2,85.07,1598000,3939,447,8,01,09,2015
18775,תנועות הנוער 5,1,4.0,2,85.07,765000,3939,447,8,23,01,2003
18779,מעגל השלום 27,1,4.0,8,94.0,1700000,5096,3,132,31,08,2015
18780,מעגל השלום 27,1,4.0,8,94.0,1673000,5096,3,132,31,07,2002
18782,השריג 11,1,4.0,4,86.0,1700000,5039,37,14,30,08,2015
18783,השריג 11,1,4.0,4,86.0,1165000,5039,37,14,30,03,2009
18784,השריג 11,1,4.0,4,86.0,796000,5039,37,14,17,12,2001
18788,גרינשפן הרשל 13,1,4.0,3,105.0,1840000,6287,287,19,27,08,2015
18789,גרינשפן הרשל 13,1,4.0,3,105.0,1257000,6287,287,19,17,07,2011
18790,ויניק 34,1,4.0,4,80.0,1690000,3926,662,12,27,08,2015
18791,ויניק 34,1,4.0,4,80.0,1315000,3926,662,12,01,02,2011
18792,ויניק 34,1,4.0,4,80.0,1370000,3926,662,12,04,01,2011
18793,מזרחי משה 5,1,4.0,3,90.0,1130000,3930,441,9,25,08,2015
18794,מזרחי משה 5,1,4.0,3,90.0,516000,3930,441,9,28,03,2000
18795,החליל 32,1,4.0,2,80.14,1522000,5183,26,11,25,08,2015
18796,החליל 32,1,4.0,2,80.14,700000,5183,26,11,25,06,2007
18797,מעגל השלום 17,1,4.0,1,89.0,2030000,5096,4,3,25,08,2015
18798,מעגל השלום 17,1,4.0,1,89.0,1500000,5096,4,3,28,12,2009
18801,לוין מיכאל וחנה 16,1,4.0,11,81.3,1420000,6286,272,157,20,08,2015
18802,לוין מיכאל וחנה 16,1,4.0,11,81.3,990000,6286,272,157,05,08,2009
18803,לוין מיכאל וחנה 16,1,4.0,11,81.3,732000,6286,272,157,30,07,2002
18812,אבידן שמעון 12,1,4.0,1,99.94,1755000,6286,240,3,18,08,2015
18813,אבידן שמעון 12,1,4.0,1,99.94,849000,6286,240,3,08,09,2005
18814,אבידן שמעון 12,1,4.0,1,99.94,783000,6286,240,3,18,02,1999
18815,אבידן שמעון 12,1,4.0,1,99.94,908000,6286,240,3,18,02,1999
18817,פנינה ומשה 8,1,4.0,4,85.0,1230000,3939,303,13,16,08,2015
18818,פנינה ומשה 8,1,4.0,4,85.0,930000,3939,303,13,22,04,2010
18820,הגפן 3,1,4.0,6,92.55,1830000,3926,1310,24,13,08,2015
18821,הגפן 3,1,4.0,6,92.55,1150000,3926,1310,24,09,09,2007
18825,ארלוזורוב 18,1,4.0,2,79.09,1500000,3945,474,4,12,08,2015
18826,ארלוזורוב 18,1,4.0,2,79.09,1200000,3945,474,4,26,04,2009
18827,ארלוזורוב 18,1,4.0,2,79.09,622000,3945,474,4,29,11,2000
18829,צ'לנוב 12,1,4.0,1,85.44,1275000,3926,503,1,11,08,2015
18830,צ'לנוב 12,1,4.0,1,85.44,561000,3926,503,1,03,01,1999
18831,גנוסר 35,1,4.0,3,84.2,1570000,5387,18,10,11,08,2015
18832,גנוסר 35,1,4.0,3,84.2,1300000,5387,18,10,22,09,2010
18833,הכובש 1,1,4.0,4,91.14,1350000,3929,278,12,10,08,2015
18834,הכובש 1,1,4.0,4,91.14,862000,3929,278,12,07,12,2009
18835,הכובש 1,1,4.0,4,91.14,654000,3929,278,12,27,07,2005
18836,החרצית 1,1,4.0,5,91.0,1435000,5036,34,10,10,08,2015
18837,החרצית 1,1,4.0,5,91.0,680000,5036,34,10,06,11,2007
18838,הרב גורן 20,1,4.0,1,97.9,1765000,5116,91,24,10,08,2015
18839,הרב גורן 20,1,4.0,1,97.9,880000,5116,91,24,30,04,2002
18840,האחים סולימן 12,1,4.0,6,93.8,1780000,3930,553,23,10,08,2015
18841,האחים סולימן 12,1,4.0,6,93.8,1097000,3930,553,23,19,10,2008
18843,גיבשטיין יהושע 3,1,4.0,7,99.82,1650000,6288,106,25,06,08,2015
18844,גיבשטיין יהושע 3,1,4.0,7,99.82,1350000,6288,106,25,22,11,2012
18845,גיבשטיין יהושע 3,1,4.0,7,99.82,699000,6288,106,25,04,04,2004
18846,הרב גורן 14,1,4.0,2,92.4,1850000,5116,90,6,05,08,2015
18847,הרב גורן 14,1,4.0,2,92.4,818000,5116,90,6,01,09,2000
18849,מעגל השלום 23,1,4.0,11,95.0,1710000,5096,3,44,05,08,2015
18850,מעגל השלום 23,1,4.0,11,95.0,1522000,5096,3,44,07,02,2002
18851,פינשטיין יונה צבי 9,1,4.0,4,77.26,1500000,6288,109,123,04,08,2015
18852,פינשטיין יונה צבי 9,1,4.0,4,77.26,1040000,6288,109,123,16,12,2010
18853,פינשטיין יונה צבי 9,1,4.0,4,77.26,664000,6288,109,123,05,05,2005
18854,חיל האויר 1,1,4.0,6,96.25,2110000,2717,36,20,03,08,2015
18855,חיל האויר 1,1,4.0,6,96.25,1015000,2717,36,20,15,01,2008
18856,האורגן 6,1,4.0,1,92.0,1650000,5182,4,3,03,08,2015
18857,האורגן 6,1,4.0,1,92.0,1372000,5182,4,3,10,01,2010
18859,הצופים 14,3,4.0,9,94.76,1925000,3939,435,36,02,08,2015
18860,הצופים 14,3,4.0,9,94.76,1343000,3939,435,36,18,08,2009
